title;is_fake
"""Μόλις είχαμε την καλύτερη χρονιά για την αυτοκινητοβιομηχανία στην Αμερική στην ιστορία.""";TRUE
"""Λέει ότι ο Scott Walker τάσσεται υπέρ της αποκοπής έως και 350.000 οικογενειών και παιδιών από την υγειονομική περίθαλψη.""";TRUE
"""Λέει ότι ο Mitt Romney θέλει να ξεφορτωθεί την Planned Parenthood.""";FALSE
"""Δεν ξέρω ποιος είναι ο (Jonathan Gruber).""";FALSE
"""Τα εγκλήματα μίσους κατά Αμερικανών μουσουλμάνων και τζαμιών τριπλασιάστηκαν μετά το Παρίσι και το Σαν Μπερναρντίνο.""";TRUE
"""Ο Ρικ Πέρι δεν έχει χάσει ποτέ εκλογές και παραμένει ο μόνος που έχει κερδίσει τρεις φορές το αξίωμα του κυβερνήτη του Τέξας σε εκλογές με διαφανή αποτελέσματα.""";TRUE
"""Υποστηρικτής του ISIS έγραψε στο Twitter στις 10:34 π.μ.Οι πυροβολισμοί άρχισαν στις 10:45 π.μ. στην Τσατανούγκα, Τεν.""";FALSE
"""Η ανεργία των νέων στις μειονοτικές κοινότητες είναι περίπου 40 έως 45 %.""";TRUE
"""Λέει ότι ο Πολ Ράιαν εξακολουθεί να υποστηρίζει τον Τραμπ.""";TRUE
"""Αν κοιτάξετε τις πολιτείες που έχουν δικαίωμα στην εργασία, δεν έχουν συνεχώς ελλείμματα στον προϋπολογισμό και έχουν πολύ καλό επιχειρηματικό κλίμα.""";FALSE
"""Αυτό που (η κυβέρνηση Ομπάμα) πρόκειται να παρουσιάσει τους επόμενους μήνες είναι ότι δεν θα μπορείτε καν να καίτε άνθρακα σε πολύ περιορισμένο βαθμό στις υπάρχουσες μονάδες.""";FALSE
"""Μειώσαμε τη φορολογία των επιχειρήσεων, ώστε σήμερα το 70% των επιχειρήσεών μας να μην πληρώνουν φόρο επιχειρήσεων.""";TRUE
"""Λέει ότι ο Mark Pryor ψηφίζει με τον Ομπάμα στο 93% των περιπτώσεων.""";TRUE
"""Έχουμε μια ομοσπονδιακή κυβέρνηση που νομίζει ότι έχει την εξουσία να ρυθμίζει τα καθίσματα τουαλέτας μας.""";TRUE
"""Το Ώστιν είναι μια πόλη που ουσιαστικά διπλασιάζει το μέγεθός της κάθε 25 χρόνια περίπου από τότε που ιδρύθηκε.""";TRUE
"""Η πυρηνική δοκιμή που πραγματοποιήθηκε στο έθνος μας αυτή τη φορά είναι η 2.054η πυρηνική δοκιμή στη Γη.Τα πέντε μόνιμα μέλη του Συμβουλίου Ασφαλείας του ΟΗΕ έχουν πραγματοποιήσει το 99,99% των συνολικών πυρηνικών δοκιμών.""";TRUE
"""Σε περίπτωση καταστροφικού συμβάντος, τα γραφεία των Κέντρων Ελέγχου και Πρόληψης Νοσημάτων στην περιοχή της Ατλάντα θα αυτοκαταστραφούν.""";FALSE
"""Με τον Πρόεδρο Τζορτζ Μπους προσθέσαμε 4,9 τρισεκατομμύρια δολάρια στο χρέος.Με τον Πρόεδρο Ομπάμα προσθέσαμε 6,5 τρισεκατομμύρια δολάρια στο χρέος.""";TRUE
"""Λέει ότι ένας δικαστής του Ανώτατου Δικαστηρίου των ΗΠΑ πρότεινε ότι ορισμένες αμερικανικές υποθέσεις θα αποφασίζονται με βάση το νόμο της Νότιας Αφρικής.""";FALSE
"""Λέει ότι ο Μάρκο Ρούμπιο παρέλειψε 18 ψηφοφορίες για την άμυνα, συμπεριλαμβανομένης μιας για τον εξοπλισμό των Κούρδων για την καταπολέμηση του ISIS.""";TRUE
"""Ο βουλευτής David Cicilline είναι υπεύθυνος για την ομοσπονδιακή εγγύηση δανείου προς τη Solyndra, την αποτυχημένη εταιρεία ηλιακής ενέργειας.""";FALSE
"""Λέει ότι το στοιχείο του προϋπολογισμού του Οχάιο, που αργότερα υπογράφηκε σε νόμο από τον κυβερνήτη John Kasich, απαιτεί από τις γυναίκες που επιθυμούν άμβλωση να υποβληθούν σε κολπικό έλεγχο.""";FALSE
"""Έχουμε έναν διευθυντή εσωτερικής και ασφάλειας που δεν μπορεί να χρησιμοποιήσει και δεν θέλει να χρησιμοποιήσει τον όρο """"τρομοκρατική επίθεση"""", αλλά τον αντικαθιστά με τον όρο """"ανθρωπογενής καταστροφή"""".""";FALSE
"""Η ανεργία των αφροαμερικανών νέων ανέρχεται σε 51%.Η ανεργία των ισπανόφωνων νέων ανέρχεται σε 36%.""";TRUE
"""Το Obamacare θα παρέχει ασφάλιση σε όλους τους μη κατοίκους των ΗΠΑ, ακόμη και αν βρίσκονται εδώ παράνομα.""";FALSE
"""Ο πρόεδρος Μπαράκ Ομπάμα δεν υιοθέτησε ακριβώς καμία από τις ιδέες των δικών του επιτροπών για τη μείωση του ελλείμματος.Ούτε μία.""";FALSE
"""Ήταν υπό τον Μπαράκ Ομπάμα και τη Χίλαρι Κλίντον που άλλαξαν τους κανόνες εμπλοκής που πιθανότατα κόστισαν τη ζωή του (λοχαγού Humayun Khans).""";FALSE
"""Η Χίλαρι Κλίντον το 2005 συνυποστήριξε νομοθεσία που θα φυλάκιζε τους καυστήρες σημαιών.""";TRUE
"""Λέει η χάρτινη έκδοση του βιβλίου του Mitt Romneys διαγράφεται η γραμμή ότι το ατομικό mκαιate της Μασαχουσέτης θα πρέπει να είναι το πρότυπο για τη χώρα""";FALSE
"""Η Maggie Hassan αύξησε τα δίδακτρα, καθιστώντας τα τα υψηλότερα στην Αμερική.""";FALSE
"""Λέει ότι ο Terry McAuliffe είναι το πρόσωπο που επινόησε το σχέδιο ενοικίασης της κρεβατοκάμαρας του Λίνκολν.""";FALSE
"""Δημιουργήσαμε 800.000 νέες θέσεις εργασίας, μειώσαμε το ποσοστό ανεργίας σχεδόν στο μισό και σήμερα η Πολιτεία της Νέας Υόρκης έχει περισσότερες θέσεις εργασίας στον ιδιωτικό τομέα από όσες είχε ποτέ στην ιστορία της.""";TRUE
"""Έχουμε πόλεις στο Δυτικό Τέξας που έχουν μείνει χωρίς νερό, που πρέπει να μεταφέρουν νερό με φορτηγά.""";FALSE
"""Στη Γεωργία, οι γυναίκες κερδίζουν 82 σεντς για κάθε δολάριο που κερδίζουν οι άνδρες.""";TRUE
"""Ένα ομοσπονδιακό σύστημα που επαληθεύει ότι οι εργαζόμενοι έχουν άδεια να εργάζονται στις ΗΠΑ είναι ανακριβές σε ποσοστό που κυμαίνεται από 50 % έως και πάνω από 80 % του χρόνου.""";TRUE
"""Θα έχτιζαν το τείχος πριν από λίγο καιρό, όχι πολύ καιρό πριν, όπως το 06.Και δεν μπορούσαν να πάρουν δηλώσεις περιβαλλοντικών επιπτώσεων.""";FALSE
"""Η εκστρατεία του γερουσιαστή Ομπάμα ανακοίνωσε ότι επιλέγει το υπουργικό του συμβούλιο.""";FALSE
"""Το 2008, μόνο το 54% των Λατίνων στο Τέξας ήταν εγγεγραμμένοι στους εκλογικούς καταλόγους και μόνο το 35% πήγε να ψηφίσει.""";TRUE
"""Μόνο το 2 % των δημόσιων λυκείων της χώρας προσφέρουν μαθήματα γυμναστικής.""";FALSE
"""Είπε ότι είναι ο μόνος Ρεπουμπλικανός υποψήφιος """"που έχει πραγματικά ανατρέψει μια κυβερνητική οικονομία"""".""";TRUE
"""Σχετικά με τους στρατολόγους στο Χάρβαρντ, η Elena Kagan """"πήρε θέση και το Ανώτατο Δικαστήριο αποφάσισε ομόφωνα ότι έκανε λάθος"""".""";TRUE
"""Στο Τέξας υπάρχουν 321.092 εκπαιδευτικοί στα δημόσια σχολεία και 313.850 μη εκπαιδευτικοί στα δημόσια σχολεία μας.""";TRUE
"""Επί δημαρχίας Σισιλίν, [το Πρόβιντενς] ήταν μια πόλη με άσυλο.""";FALSE
"""Τα διαφυλικά άτομα στις ΗΠΑ έχουν 1 στις 12 πιθανότητες να δολοφονηθούν.""";FALSE
"""Στην Bain Capital, βοηθήσαμε να ξεκινήσει μια εταιρεία εκμάθησης πρώιμης παιδικής ηλικίας, η Bright Horizons, την οποία η Πρώτη Κυρία Μισέλ Ομπάμα δικαίως επαίνεσε.""";TRUE
"""Λέει ότι ο άνδρας που όρμησε στη σκηνή εναντίον του στο Ντέιτον του Οχάιο, είχε συνομιλίες για το ISIS ή με το ISIS στις αναρτήσεις του στα μέσα κοινωνικής δικτύωσης.""";FALSE
"""Ο Αμερικανός βουλευτής Phil Gingrey έδωσε στην κυβέρνηση την εξουσία να κατασκοπεύει ηλεκτρονικά τους Αμερικανούς χωρίς ένταλμα.""";FALSE
"""Ο Alex Sink διοχέτευσε τρία τέταρτα του εκατομμυρίου $ σε συμβάσεις χωρίς διαγωνισμό στην Bank of America.""";FALSE
"""Αν λάβετε υπόψη την αύξηση του πληθυσμού εδώ στη Βιρτζίνια, έχουμε μηδενική επίδοση στη δημιουργία θέσεων εργασίας από τότε που ο Μπομπ ΜακΝτόνελ έγινε κυβερνήτης.""";TRUE
"""Επί Ομπάμα, οι αξίες των κατοικιών στη Φλόριντα κατέρρευσαν, χάθηκαν θέσεις εργασίας στις κατασκευές και η πολιτεία είχε υψηλό ποσοστό κατασχέσεων.""";FALSE
"""Ο νέος μεταναστευτικός νόμος της Αριζόνα """"λέει ότι οποιοσδήποτε αστυνομικός μπορεί να σταματήσει οποιονδήποτε του φαίνεται εύλογα ύποπτος ότι είναι άτομο χωρίς χαρτιά"""".""";TRUE
"""Η μόνη φορά στην ιστορία μας που το χρέος ήταν υψηλότερο από αυτό ήταν το τέλος του Β' Παγκοσμίου Πολέμου.""";TRUE
"""Το κόστος της υγειονομικής περίθαλψης είναι πλέον ο μεγαλύτερος παράγοντας που οδηγεί σε μείωση του ελλείμματος του ομοσπονδιακού προϋπολογισμού.""";TRUE
"""Κατά τη διάρκεια της ύφεσης, ο καταναλωτής με την εγγενή διαστροφή του άρχισε να αποταμιεύει.Το ποσοστό αποταμίευσης είναι τώρα 6,2 %.""";TRUE
"""Σχετικά με το αν ένας υποψήφιος για το Ανώτατο Δικαστήριο των ΗΠΑ θα πρέπει να είναι προσηνής στις ακροάσεις επιβεβαίωσης.""";FALSE
"""Λέει ότι ένας στους τρεις άστεγους άνδρες στις ΗΠΑ είναι βετεράνος.""";FALSE
"""Λέει ότι ο Charlie Crist υποστηρίζει περικοπές στο πρόγραμμα Medicare Advantage.""";FALSE
"""Νομίζω ότι είναι απαράδεκτο οι Κινέζοι σήμερα να είναι μεγαλύτεροι στην αιολική ενέργεια και στην κατασκευή ηλιακών συλλεκτών και φωτοβολταϊκών από όλη την Ευρώπη μαζί - ξεχάστε τις Ηνωμένες Πολιτείες.""";TRUE
"""Λέει ότι ο Scott Brown συνυπογράφει νομοθεσία που επιτρέπει στους εργοδότες να αρνούνται στις γυναίκες την κάλυψη για τον έλεγχο των γεννήσεων.""";TRUE
"""Κάποια στιγμή στη ζωή τους, το 99% των γυναικών χρησιμοποιούν αντισύλληψη.""";TRUE
"""Τα τελευταία 20 χρόνια, η Αίγυπτος έχει κάνει μεγάλα βήματα στην πολιτική και δημοκρατική μεταρρύθμιση.""";FALSE
"""Το μέγεθος της προσοχής που δόθηκε αυτή την εβδομάδα στον Κρις Κρίστι κάνει την κάλυψη της Βεγγάζης ...να ωχριά σε σημασία.""";FALSE
"""Λέει ότι ο βουλευτής Steve Southerlκαι ψήφισε για να συνεχιστεί το shutdown.""";TRUE
"""Στο Τέξας του Ρικ Πέρι, εισάγουμε νοσοκόμες ... από άλλες χώρες.""";TRUE
"""Υπάρχει ένας ομοσπονδιακός ποινικός νόμος που λέει ότι είναι έγκλημα να μεταφέρετε οδοντοστοιχίες πέρα από τα σύνορα της πολιτείας.""";TRUE
"""Χτίσαμε μια νέα φυλακή κάθε 10 ημέρες μεταξύ 1990 και 2005 για να συμβαδίσουμε με την έκρηξη των μαζικών φυλακίσεων μη βίαιων παραβατών.""";TRUE
"""Το φορολογικό σχέδιο του γερουσιαστή Μακέιν δεν παρέχει """"σχεδόν τίποτα στη μεσαία τάξη"""".""";FALSE
"""Το Ώστιν επιβαρύνεται από τις ταχύτερα αυξανόμενες αυξήσεις φόρων από κάθε άλλη μεγάλη πόλη του έθνους.""";FALSE
"""Το Φοίνιξ της Αριζόνα είναι η νούμερο 2 πρωτεύουσα απαγωγών στον κόσμο.""";FALSE
"""Ανήκω στην AFL-CIO.""";TRUE
"""Ο επίτροπος ασφάλισης δεν μπορεί να κάνει τίποτα για την υγειονομική περίθαλψη.""";TRUE
"""Λέει ότι μια δημοσκόπηση τον βρήκε ως τον μόνο Ρεπουμπλικανό υποψήφιο που θα μπορούσε να κερδίσει τον Μπαράκ Ομπάμα στο Τέξας - και μάλιστα με οκτώ μονάδες.""";TRUE
"""Ο πρόεδρος Ρόναλντ Ρέιγκαν έστειλε στρατεύματα σε σύγκρουση μόνο σε μία περίπτωση, η οποία ήταν στη Γρενάδα.""";FALSE
"""Λέει ότι ο David Jolly υποστηρίζει την ιδιωτικοποίηση της κοινωνικής ασφάλισης.""";FALSE
"""Γνωρίζατε ότι η αύξηση του πληθυσμού των ΗΠΑ βρίσκεται στο χαμηλότερο επίπεδο από την εποχή της Μεγάλης Ύφεσης	""";TRUE
"""Ο μέσος φοιτητής στη Φλόριντα, αυτό που πραγματικά πληρώνει από την τσέπη του στα μεγάλα πανεπιστήμιά μας για τα δίδακτρα είναι όσο ή λιγότερο από αυτό που ξοδεύει για κινητά τηλέφωνα.""";TRUE
"""Από το 1968, περισσότεροι Αμερικανοί έχουν πεθάνει από πυροβολισμούς απ' ό,τι σε όλους τους πολέμους της ιστορίας αυτής της χώρας.""";TRUE
"""Ένας φόρος κατάσχεσης που θα τεθεί σε ισχύ το 2013 θα μπορούσε να σημάνει έναν υψηλό φορολογικό λογαριασμό για όσους αντιμετωπίζουν κατάσχεση και εκατομμύρια οικογένειες που τροποποίησαν το ενυπόθηκο δάνειό τους ή είχαν μια σύντομη πώληση μέσω του δανειστή τους.""";TRUE
"""Ο ιστότοπος FreshFromFlorida.com του Υπουργείου Γεωργίας της Φλόριντα μπορεί να χρησιμοποιηθεί για να αποκτήσετε άδεια για να μεταφέρετε ένα φορτωμένο κρυφό όπλο χωρίς να βγείτε ποτέ από το σπίτι σας.""";FALSE
"""Το τραμ της Ατλάντα αναμένεται να δημιουργήσει 930 θέσεις εργασίας κατά τη διάρκεια της κατασκευής και συνολικά περισσότερες από 5.600 θέσεις εργασίας τα επόμενα 20 χρόνια.""";FALSE
"""Η αύξηση του κατώτατου μισθού στα 10,10 δολάρια την ώρα θα βοηθούσε να βγουν από τη φτώχεια πάνω από ένα εκατομμύριο Αμερικανοί.""";TRUE
"""Λέει ότι ο υπουργός Εξωτερικών Τζον Κέρι, όταν ήταν γερουσιαστής, πέταξε στη Μανάγκουα και συναντήθηκε με τον κομμουνιστή δικτάτορα εκεί, τον Ντανιέλ Ορτέγκα, και κατηγόρησε την κυβέρνηση Ρέιγκαν για εμπλοκή στην τρομοκρατία.""";TRUE
"""Το ΝΑΤΟ ανοίγει ένα μεγάλο τμήμα τρομοκρατίας.... Είμαι σίγουρος ότι δεν πρόκειται να λάβω τα εύσημα γι' αυτό, αλλά αυτό οφειλόταν σε μεγάλο βαθμό σε αυτά που έλεγα και στην κριτική μου στο ΝΑΤΟ.""";FALSE
"""Ο γερουσιαστής Ομπάμα είχε πάντα 100 % ποσοστό υπέρ της άμβλωσης.""";TRUE
"""Από τότε που ανέλαβε τα καθήκοντά της η Τζίνα Ραϊμόντο, οι επενδυτικές αμοιβές για το συνταξιοδοτικό χαρτοφυλάκιο της πολιτείας αυξήθηκαν από περίπου 12 εκατομμύρια δολάρια ετησίως σε περίπου 50 εκατομμύρια δολάρια.""";TRUE
"""Το (ομοσπονδιακό) χρέος αυξάνεται κατά περισσότερα από 4 δισεκατομμύρια δολάρια την ημέρα.""";TRUE
"""Σύμφωνα με το νομοσχέδιο του προέδρου Μπαράκ Ομπάμα για την απασχόληση, οι πολιτείες δεν θα πρέπει πλέον να απολύουν εκπαιδευτικούς, πυροσβέστες και αστυνομικούς.""";TRUE
"""Από τους 98.000 δασκάλους μας που ανήκουν στην Κ-12, πάνω από 53.000 από αυτούς τους δασκάλους σήμερα είναι άνω των 50 ετών.""";FALSE
"""Τα δύο τρίτα των κατοίκων του Ουισκόνσιν που λαμβάνουν επιταγές ανεργίας δεν υποχρεούνται να αναζητήσουν εργασία λόγω των υφιστάμενων εξαιρέσεων αναζήτησης εργασίας.""";TRUE
"""Σύμφωνα με τις μεταρρυθμίσεις του Προέδρου Obama για την υγειονομική περίθαλψη, το ασφάλιστρο για ένα μέσο πρόγραμμα για μια οικογένεια δεν μειώθηκε κατά 2.500 δολάρια ετησίως, αλλά αυξήθηκε κατά περίπου 2.500 δολάρια ετησίως.""";TRUE
"""Η IRS ερευνούσε επίσης φιλελεύθερες ομάδες, ομάδες που είχαν προοδευτικές στο όνομά τους....Η IRS ουσιαστικά εξέταζε τους πάντες.""";TRUE
"""Λέει ότι ο Ομπάμα υποσχέθηκε ότι η ανεργία δεν θα ξεπεράσει ποτέ το 8%.""";FALSE
"""Η οικονομία δημιουργεί θέσεις εργασίας με τον ταχύτερο ρυθμό από το 1999.""";TRUE
"""Ο πρόεδρος Ομπάμα αποφάσισε να μην συναντηθεί με τον πρωθυπουργό Βενιαμίν Νετανιάχου στη Νέα Υόρκη.""";TRUE
"""Στην πλειονότητα των πολιτειών, μπορείτε πλέον να παντρευτείτε ελεύθερα, αλλά μπορείτε ακόμα να απολυθείτε για αυτόν που αγαπάτε.""";TRUE
"""Πείτε ότι οι βουλευτές του Όρεγκον Peter DeFazio και Earl Blumenauer είναι σοσιαλιστές που υπηρετούν ανοιχτά στο Κογκρέσο των ΗΠΑ.""";FALSE
"""Ο Ρούντι Τζουλιάνι είναι """"ίσως ο πιο ακατάλληλος άνθρωπος μετά τον Τζορτζ Μπους που διεκδικεί την προεδρία"""".""";FALSE
"""Περίπου οι μισοί από τους προέδρους ήταν κυβερνήτες- οι μισοί από αυτούς ήταν γερουσιαστές.""";FALSE
"""Μετά την ψήφο της Βρετανίας για έξοδο από την Ευρωπαϊκή Ένωση, μέσα σε 24 ώρες, οι Αμερικανοί έχασαν 100 δισεκατομμύρια δολάρια από τα 401(k)s μας.""";TRUE
"""Οι δαπάνες Medicaid μειώθηκαν κατά 1,9 % το 2012, η δεύτερη τέτοια μείωση σε 47 χρόνια.""";TRUE
"""Λέει ότι 88 αστυφύλακες του Τέξας έχουν πεθάνει κατά την εκτέλεση του καθήκοντος.""";TRUE
"""Ο κυβερνήτης Ρικ Σκοτ μείωσε το κόστος των προπληρωμένων διδάκτρων στο κολέγιο κατά σχεδόν 20.000 δολάρια.""";TRUE
"""Η πόλη του Κολόμβου θα εξοικονομούσε 41 εκατομμύρια δολάρια ετησίως εάν οι υπάλληλοι έπρεπε να συνεισφέρουν στις δικές τους, εγγυημένες συντάξεις.""";TRUE
"""Ως οικονομικός διευθυντής της Φλόριντα, έκλεισα την απάτη του Κράκοου και επέστρεψα περισσότερα από 1,2 εκατομμύρια δολάρια στην Τζόζεφιν και σε άλλα θύματα αυτού του απατεώνα.""";TRUE
"""Τη δεκαετία του '80 οι γυναίκες που έπαιρναν πτυχία πληροφορικής ήταν κατά 2 φορές περισσότερες από ό,τι τώρα.""";TRUE
"""Η Πολεμική Αεροπορία θέλει οι φορολογούμενοι να χρηματοδοτήσουν ένα πρωτάθλημα φανταστικού ποδοσφαίρου.""";FALSE
"""Ο Μπαράκ Χουσεΐν Ομπάμα θα ...αναγκάσει τα δικαστήρια να αποδεχθούν τον ισλαμικό νόμο της Σαρία σε εγχώριες διαφορές.""";FALSE
"""Περίπου το 3% των δολοφονιών και των εγκλημάτων διαπράττονται με όπλα από ανθρώπους που αγοράζουν πραγματικά (νόμιμα) τα όπλα αυτά.""";TRUE
"""Ορισμένα σχολεία της γειτονιάς κλείνουν.""";TRUE
"""Είπε στους διοργανωτές ομοφυλοφίλων στη Μασαχουσέτη ότι θα ήταν ισχυρότερος υποστηρικτής των ειδικών δικαιωμάτων ακόμη και από τον Τεντ Κένεντι.""";TRUE
"""Τα χρόνια που ήμουν πρόεδρος, η Βουλή της Φλόριντα πρότεινε σταθερά πιο λιτούς προϋπολογισμούς από ό,τι ο κυβερνήτης.""";TRUE
"""Είμαστε ήδη σχεδόν στα μισά του δρόμου προς τον στόχο του 2010 για τη δημιουργία 700.000 νέων θέσεων εργασίας σε επτά χρόνια.""";FALSE
"""Λέει ότι το Ανώτατο Δικαστήριο των ΗΠΑ διαπίστωσε ότι η κοινωνική ασφάλιση δεν είναι εγγυημένη.""";TRUE
"""Λέει ότι ο Michael Bennet θέλει να κλείσει τη φυλακή του Γκουαντάναμο και να φέρει τρομοκράτες εδώ στο Κολοράντο.""";FALSE
"""Οι κάτοικοι του Όρεγκον έχουν έναν καταπληκτικό τρόπο να καταπολεμήσουν τις αμβλώσεις με δωρεάν πολιτικές δωρεές""";TRUE
"""Ο πρόεδρος είπε ότι θα φέρει 250.000 (Σύρους και Ιρακινούς) πρόσφυγες στη χώρα.""";FALSE
"""Οι έρευνες δείχνουν ότι η συντριπτική πλειοψηφία των μεταναστών που φτάνουν σήμερα έρχονται εδώ επειδή πιστεύουν ότι η κυβέρνηση είναι η πηγή της ευημερίας, και αυτό υποστηρίζουν.""";FALSE
"""Το μεταναστευτικό σχέδιο του Νιουτ Γκίνγκριτς προσφέρει μια νέα πύλη προς την αμνηστία.""";TRUE
"""Ο κ. Caprio είναι ένας πολιτικός καριέρας που δεν έχει εργαστεί ποτέ στον ιδιωτικό τομέα.""";FALSE
"""Στη Ρόουντ Ιλκαι, το 9 % των εργαζομένων χρησιμοποιεί το πρόγραμμα προσωρινής ασφάλισης ανικανότητας της πολιτείας κάθε χρόνο, ενώ στο Νιου Τζέρσεϊ το ποσοστό είναι μόνο 3 %.""";FALSE
"""Σε μόλις 17 χρόνια, οι δαπάνες για την κοινωνική ασφάλιση, την ομοσπονδιακή υγειονομική περίθαλψη και τους τόκους του χρέους θα υπερβούν ΟΛΑ τα φορολογικά έσοδα!""";TRUE
"""Ο πρόεδρος Ομπάμα πήρε περισσότερα χρήματα από τη Wall Street στην προεκλογική εκστρατεία του 2008 από οποιονδήποτε άλλον.""";TRUE
"""Ο Ντόναλντ Τραμπ είπε ότι η διάδοση των πυρηνικών είναι εντάξει.""";TRUE
"""Η Χίλαρι Κλίντον έχει λάβει πάνω από 800.000 δολάρια από λομπίστες.""";TRUE
"""Ο Μπαράκ Ομπάμα δεν έχει εργαστεί ποτέ σε επιχειρήσεις.""";FALSE
"""Λέει ότι ο μεταναστευτικός νόμος της Αριζόνα απαγορεύει ρητά το φυλετικό προφίλ.""";TRUE
"""Λέει ότι ο κυβερνήτης Ρικ Πέρι εκλιπαρεί την ομοσπονδιακή κυβέρνηση να στείλει την ακτοφυλακή να περιπολεί δύο λίμνες στα σύνορα ΗΠΑ-Μεξικού.""";FALSE
"""Στο VA: Πάνω από 300.000 βετεράνοι έχουν πεθάνει περιμένοντας περίθαλψη.""";FALSE
"""Σήμερα ξοδεύουμε το 42% της οικονομίας μας στην κυβέρνηση.""";TRUE
"""Ο Rob Cornilles υποστηρίζει την ιδιωτικοποίηση του Medicare.""";FALSE
"""Το 2005, ο Νταν Μπραντς προσπάθησε να απαγορεύσει τις αμβλώσεις τρίτου τριμήνου στο Τέξας.""";FALSE
"""Εμείς (οι Δημοκρατικοί) έχουμε σημειώσει σταθερή πρόοδο στη δημιουργία θέσεων εργασίας και στη βελτίωση των σχολείων μας.""";TRUE
